movie_id,movieTitle,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,Total,x,y,movie_rating,movie_directors,movie_writers,movie_stars,movie_genres,release_year,anger-orig,anticipation-orig,disgust-orig,fear-orig,joy-orig,sadness-orig,surprise-orig,trust-orig,anger-per,anticipation-per,disgust-per,fear-per,joy-per,sadness-per,surprise-per,trust-per
118840,The Manson Family,2.336392117,-2.065172174,2.01839678,1.535633213,-1.286699373,1.576004113,0.726428582,-0.49105322,0.121026524,54.93211,14.056751,5.5,Jim Van Bebber,Jim Van Bebber,Marcelo Games & Marc Pitman & Leslie Orr,Crime & Drama & History & Horror & Thriller,2004,588,512,454,681,405,542,390,655,71.68685842,19.15423076,83.44852041,75.72474559,17.49690907,52.22262847,55.8385678,30.3133131
120667,Fantastic Four,-0.186273183,0.624099018,-0.153500906,-0.261478695,0.264156425,-0.659986377,0.183838531,-0.010597439,0.109677632,-4.777619,-8.722634,5.7,Tim Story,Mark Frost & Michael France,Ioan Gruffudd & Michael Chiklis & Chris Evans,Action & Adventure & Sci-Fi,2005,4290,8937,3024,5420,7458,4415,4554,8757,33.30615955,56.46634758,49.93647841,43.88182143,45.48180199,22.37705843,50.09346463,37.65668717
121164,Corpse Bride,-1.327710198,1.882101965,-0.288231235,-1.138511049,2.178510788,0.443425229,1.383847654,0.363656357,0.117344716,-39.571068,-22.997324,7.4,Tim Burton & Mike Johnson,Tim Burton & Carlos Grangel,Johnny Depp & Helena Bonham Carter & Emily Watson,Animation & Drama & Family & Fantasy & Musical & Romance,2005,1302,4547,1307,1952,4674,2512,2379,4128,15.9399436,73.92042699,47.85761048,28.34173481,80.02595621,37.10518384,62.79951443,43.37685066
121766,Star Wars: Episode III - Revenge of the Sith,0.81702238,-0.069863244,0.348189744,0.668595233,-0.163383545,0.760646683,-0.339890862,-0.732409899,0.113721734,29.123003,13.484166,7.6,George Lucas,George Lucas,Hayden Christensen & Natalie Portman & Ewan McGregor,Action & Adventure & Fantasy & Sci-Fi,2005,21021,31587,13339,26133,25925,22588,16130,30243,48.57064385,46.83801368,57.67748677,60.36174871,37.76692593,41.33939466,44.54806366,26.62437346
129871,Desperation,0.696037361,-0.206063155,1.380320355,1.018362681,-0.777824001,0.572258499,-0.104262148,-0.154463225,0.1140795,32.330723,14.868117,5.3,Mick Garris,Stephen King & Stephen King,Tom Skerritt & Steven Weber & Annabeth Gish,Drama & Fantasy & Horror & Mystery & Thriller,2006,569,865,501,794,621,607,464,911,46.7299361,44.94831694,73.60310086,66.55925832,26.67946673,38.8248255,47.04296984,35.45781618
138524,Intolerable Cruelty,0.208394778,0.009057059,0.551735445,-0.252278924,0.737760056,-0.266145114,1.142706614,0.932389822,0.11857502,-17.05062,-29.029785,6.3,Joel Coen & Ethan Coen,Robert Ramsey & Matthew Stone,George Clooney & Catherine Zeta-Jones & Billy Bob Thornton,Comedy & Crime & Romance,2003,1307,2290,1017,1488,2242,1324,1409,2693,39.31077386,47.93298825,60.81816513,44.04483165,54.02788792,27.63397568,60.24624212,52.069477
159365,Cold Mountain,0.235398412,-0.176119914,-0.320463786,0.712606364,0.217983361,0.697411464,-0.475678,-0.471468572,0.127006119,6.4876623,20.394896,7.2,Anthony Minghella,Charles Frazier & Anthony Minghella,Jude Law & Nicole Kidman & Ren?e Zellweger,Adventure & Drama & History & Romance & War,2003,3351,5710,2009,4835,5152,4086,2893,5741,39.72161644,45.36376247,47.36026726,61.14157945,44.64861798,40.49534315,43.11030948,30.61264845
164003,City of Ghosts,-0.585563994,-0.685559669,-0.743739315,-0.54835587,-0.13973803,-0.776610943,0.068226203,0.463169406,0.116950306,-13.837718,7.4634047,6,Matt Dillon,Matt Dillon & Barry Gifford,Matt Dillon & James Caan & Natascha McElhone,Crime & Drama & Thriller,2003,218,442,146,289,392,246,257,533,27.2312116,38.295574,40.82919197,38.79866102,38.19360466,20.8203762,48.86932727,44.89782631
165982,Sinbad: Legend of the Seven Seas,-0.818384942,1.403282401,-1.015545975,-0.692010145,1.796381319,-1.106517049,0.538867171,-0.020312805,0.129440529,-37.413315,-16.263552,6.7,Patrick Gilmore & Tim Johnson,John Logan,Brad Pitt & Catherine Zeta-Jones & Joseph Fiennes,Animation & Adventure & Comedy & Drama & Family & Fantasy & Romance,2003,317,871,212,438,884,355,430,788,23.68899349,67.27707634,36.63525767,36.25325904,73.13050385,16.4168531,53.85261236,37.50819573
167190,Hellboy,-0.053174295,-0.106369855,0.229129681,0.368892775,0.205179393,-0.480489669,-0.200222336,-0.296366841,0.11840291,6.241094,1.9880514,6.8,Guillermo del Toro,Guillermo del Toro & Guillermo del Toro,Ron Perlman & Doug Jones & Selma Blair,Action & Fantasy & Horror & Sci-Fi,2004,2641,4895,2005,3770,4370,2732,2561,5001,35.33117187,46.33150509,55.84040859,55.05133782,44.41757286,24.77294588,46.02691512,33.28893534
167260,The Lord of the Rings: The Return of the King,-0.025930071,0.76308404,-0.771156024,-0.413228826,0.331852533,-0.656598204,-0.109619283,0.11957996,0.108959559,-5.905345,-7.2415447,8.9,Peter Jackson,J.R.R. Tolkien & Fran Walsh,Elijah Wood & Viggo Mortensen & Ian McKellen,Action & Adventure & Drama & Fantasy,2003,12695,25661,7150,14762,21401,12505,12377,25203,35.74567489,58.39468615,40.40615643,41.19296946,46.70336517,22.42228311,46.98624691,39.64634236
167456,Thunderbirds,-0.736453278,0.391157419,-0.189075085,-0.744533341,0.345651034,-0.725874821,-0.898492471,0.905491877,0.121146103,-25.661732,-4.549722,4.2,Jonathan Frakes,Gerry Anderson & Sylvia Anderson,Bill Paxton & Anthony Edwards & Ben Kingsley,Action & Adventure & Comedy & Family & Sci-Fi,2004,752,1812,622,997,1576,903,808,2037,24.93553005,53.23441464,49.38757439,35.32260351,46.95235646,21.49759218,38.63342541,51.65836389
168786,Antwone Fisher,0.000853656,0.73959283,-0.420470294,0.144218747,0.808147912,0.395358227,-0.430284998,1.026142856,0.121697249,-21.230474,-32.04439,7.3,Denzel Washington,Antwone Fisher,Denzel Washington & Derek Luke & Joy Bryant,Biography & Drama,2003,541,1083,335,719,993,663,500,1190,36.15317173,58.0687589,45.81718247,51.07035144,55.29802316,36.46359477,43.59094394,53.50241552
172156,Bad Boys II,0.711397007,-0.653038338,0.849371679,0.662168484,-0.927343912,-0.087567983,-0.145833367,-1.340332689,0.124440649,30.702574,5.438102,6.6,Michael Bay,George Gallo & Marianne Wibberley,Will Smith & Martin Lawrence & Gabrielle Union,Action & Comedy & Crime & Thriller,2003,2514,3613,1890,3195,2627,2345,2031,3380,46.96362304,38.74678907,65.41064573,60.24787351,23.98140887,30.01758881,46.60280153,17.33277032
181852,Terminator 3: Rise of the Machines,-0.379107477,-0.14752744,-0.735642757,-0.076558892,-0.674244734,-0.451382132,-0.143054716,-0.309941192,0.113503921,-2.7313607,-0.067123875,6.4,Jonathan Mostow,James Cameron & Gale Anne Hurd,Arnold Schwarzenegger & Nick Stahl & Kristanna Loken,Action & Sci-Fi,2003,6309,12781,3972,8837,9362,7215,6773,13095,30.37231217,45.76046689,40.95412059,47.15840495,28.54853458,25.16146768,46.63222271,33.08146248
183649,Phone Booth,0.73514506,0.207330784,0.045287951,0.770663747,-0.92312241,-0.349289624,0.519099419,-0.294384471,0.109895007,19.08186,7.1865444,7.1,Joel Schumacher,Larry Cohen,Colin Farrell & Kiefer Sutherland & Forest Whitaker,Crime & Thriller,2003,2540,4009,1503,3300,2643,2226,2233,3956,47.32493409,50.68392405,53.00375942,62.17029493,24.05758506,26.5241788,53.64330559,33.31923424
200465,The Bank Job,0.201921182,-1.386501621,0.496849496,0.348994529,-0.531591005,-1.30988467,-1.278093107,1.504547534,0.135562604,20.635935,-20.41131,7.3,Roger Donaldson,Dick Clement & Ian La Frenais,Jason Statham & Saffron Burrows & Stephen Campbell Moore,Crime & Drama & Thriller,2008,1026,1519,787,1362,1343,802,787,2258,39.21228234,28.57040085,59.97128351,54.69876192,31.12269353,13.70234129,34.61410214,60.81444015
204313,Exorcist: The Beginning,1.804633544,0.154364132,2.022932135,1.445921914,-0.715953841,1.782117402,0.904880242,-0.909835034,0.127834179,50.369514,21.739132,5.1,Renny Harlin,William Peter Blatty & William Wisher Jr.,Stellan Skarsg?rd & Izabella Scorupco & James D`Arcy,Horror & Mystery & Thriller,2004,2372,2999,2011,2945,2101,2475,1764,2729,63.59650031,49.94904171,83.51850023,74.13515617,27.79590182,54.97378892,57.72806649,23.91257524
206634,Children of Men,0.42465561,-0.601185047,-0.086041817,0.872151235,-0.412272451,0.82398341,0.143803545,-0.666829394,0.12531301,24.9302,10.393668,7.9,Alfonso Cuar?n,Alfonso Cuar?n & Timothy J. Sexton,Julianne Moore & Clive Owen & Chiwetel Ejiofor,Drama & Sci-Fi & Thriller,2007,5996,9274,3672,8594,7643,7136,5393,9536,42.60104065,39.46622417,50.97736162,63.96854599,33.27577375,42.18480109,49.66956241,27.6267179
209077,Ken Park,0.591300878,-0.310041212,1.039476734,0.248097925,-0.213255245,0.410482131,-0.280916225,0.953159252,0.115909041,2.7195382,14.667268,5.9,Larry Clark & Edward Lachman,Harmony Korine & Larry Clark,Adam Chubbuck & James Bullard & Seth Gray,Drama,2003,917,1411,749,1079,1177,972,747,1725,45.13643917,43.50568021,68.34393703,52.91098071,36.86700074,36.66546573,45.17250447,52.38692077
211933,Awake,-0.356502605,1.354616522,-0.117125125,1.043321643,-0.160680605,1.25929425,1.05763192,0.599355051,0.122225932,23.858683,31.44824,6.5,Joby Harold,Joby Harold,Hayden Christensen & Jessica Alba & Terrence Howard,Crime & Mystery & Thriller,2007,748,1763,560,1381,1247,1183,933,1732,30.71623048,66.60186479,50.49775102,67.00150475,37.81569995,47.99524627,59.34544623,46.97931263
212879,Citizen Toxie: The Toxic Avenger IV,0.128083895,-0.698197237,1.342362169,0.678555437,-0.593927617,0.703505119,-0.663826973,-1.100365176,0.141130773,32.90189,6.1518965,6.4,Lloyd Kaufman,Trent Haaga & Patrick Cassidy,David Mattey & Clyde Lewis & Heidi Sjursen,Action & Comedy & Horror & Sci-Fi,2008,51,84,51,75,67,64,44,82,38.08889642,38.12023489,73.01741198,60.538233,29.99784141,40.57668009,41.11813277,21.00047769
216048,Oklahoma!,-0.715757701,1.601288776,-3.050592075,-1.713752711,1.678002648,-0.476343725,0.75856397,2.352911558,0.114995006,-56.398006,-19.77628,8,Trevor Nunn,Oscar Hammerstein II & Lynn Riggs,Maureen Lipman & Hugh Jackman & Josefina Gabrielle,Musical & Romance & Western,2003,98,265,35,101,259,124,132,308,25.25039969,70.0243028,5.234814249,18.14906037,70.99438362,24.82828514,56.17882674,73.78099111
234215,The Matrix Reloaded,-0.031853911,0.403517232,-0.691536941,-0.377689797,-0.756288368,-0.748407197,-0.770995453,-0.874993893,0.111319513,-4.6907682,0.24146263,7.2,Lana Wachowski & Lilly Wachowski,Lilly Wachowski & Lana Wachowski,Keanu Reeves & Laurence Fishburne & Carrie-Anne Moss,Action & Sci-Fi,2003,11655,22720,6729,13697,15330,11245,10322,20225,35.65554755,53.40590006,41.63466644,41.82268349,27.06807308,21.19683436,39.98340136,24.44509361
241025,Vanity Fair,-0.988927964,-0.050725652,-0.75780178,-1.125296718,0.506299563,-0.433069482,-0.558557632,1.11573736,0.111736178,-28.798956,1.4108381,6.2,Mira Nair,Matthew Faulk & Mark Skeet,Reese Witherspoon & Romola Garai & James Purefoy,Drama,2004,509,1277,390,670,1204,716,630,1544,21.09429322,47.10353695,40.61221032,28.5758788,49.85122808,25.4059014,42.23275553,54.87179431
242888,The Sleeping Dictionary,-0.85929822,0.371962636,-1.036446176,-0.139904628,1.344234939,0.593058684,0.899509981,0.80931936,0.113360324,-34.03892,-29.27009,6.6,Guy Jenkin,Guy Jenkin,Jessica Alba & Brenda Blethyn & Hugh Dancy,Drama & Romance,2003,175,439,118,282,460,290,252,489,23.06652479,52.96809789,36.31277083,46.03598545,64.97160987,39.10246236,57.6712046,50.18844555
245429,Spirited Away,-1.360764359,0.663379827,-0.283154304,-0.492888658,1.332269751,-1.401106218,-0.068248161,-0.760285805,0.119559871,-33.748276,-10.856895,8.6,Hayao Miyazaki,Hayao Miyazaki,Daveigh Chase & Suzanne Pleshette & Miyu Irino,Animation & Adventure & Family & Fantasy,2003,1946,6114,1984,3483,6199,2471,2997,5384,15.43704621,57.01134659,47.93594673,39.7814814,64.75570037,12.48473365,47.42429653,26.19831302
245573,XX/XY,-0.442489348,0.416015511,-0.012945754,-0.222530257,0.382271871,0.076205781,0.52630865,1.150699527,0.107168005,-19.713356,-27.692934,6,Austin Chick,Austin Chick,Mark Ruffalo & Kathleen Robertson & Maya Stange,Drama & Romance,2003,101,222,80,139,194,132,121,256,29.40799855,53.57930661,52.10522245,44.5719466,47.61317238,32.20360944,53.71963905,55.40616248
245803,Bulletproof Monk,0.780680461,-0.330832689,0.216004964,-0.220380381,-0.214780989,-0.369285888,-0.190991047,-0.789105095,0.12392879,12.091067,5.111668,5.5,Paul Hunter,Ethan Reiff & Cyrus Voris,Yun-Fat Chow & Seann William Scott & Jaime King,Action & Comedy & Fantasy,2003,887,1304,546,888,1090,766,701,1276,48.01772538,43.21721023,55.63789627,44.61004014,36.83946899,26.25727251,46.12465873,25.75783372
251736,House of 1000 Corpses,2.59349679,-0.966636926,2.594741042,1.789513531,-0.740092445,2.99308583,2.594307082,-2.088368697,0.121135986,55.505383,27.907644,6,Rob Zombie,Rob Zombie,Sid Haig & Karen Black & Bill Moseley,Horror,2003,6354,6158,5565,7526,4892,6864,4993,5283,75.59853747,34.39578603,92.34142234,80.22323658,27.36032536,71.13756206,75.61621514,5.899651096
252028,Surviving Christmas,0.324353194,1.207471573,0.924659802,-0.484042269,1.25876923,0.016700838,0.911495895,-0.217704329,0.113243842,-8.108791,-22.9889,5.3,Mike Mitchell,Deborah Kaplan & Harry Elfont,Ben Affleck & Christina Applegate & James Gandolfini,Comedy & Romance,2004,444,857,374,463,812,464,452,770,41.07500514,64.56031185,66.57232971,39.93823007,63.42939769,31.40934893,57.79811497,34.49122756
252299,Buffalo Soldiers,0.537711589,-1.680175425,-0.26865571,0.252332064,-0.834573497,0.660448874,-1.28800524,-0.1853263,0.132342778,32.566902,-11.605972,6.9,Gregor Jordan,Robert O`Connor & Gregor Jordan,Joaquin Phoenix & Anna Paquin & Ed Harris,Comedy & Crime & Drama & Thriller & War,2003,529,693,299,631,590,595,373,875,44.32111326,24.49584292,48.15965778,52.98600519,25.65543306,40.00197363,34.50914956,34.98609929
253474,The Pianist,0.726486753,-1.340798083,0.393109699,1.316321521,-0.561045807,1.60669791,-0.879950837,-0.181447994,0.127716293,37.62377,-6.9414883,8.5,Roman Polanski,Ronald Harwood & Wladyslaw Szpilman,Adrien Brody & Thomas Kretschmann & Frank Finlay,Biography & Drama & War,2003,3361,4413,2205,5022,3850,4245,2425,5325,47.19320364,29.20451159,58.37059466,71.83877413,30.59118732,52.63232335,38.82974969,35.04537603
256359,The Safety of Objects,-0.045794198,-0.191421455,0.550172784,0.294930905,0.549610545,1.314179203,-0.030606359,0.550599597,0.110981138,-0.9588338,19.959684,6.6,Rose Troche,A.M. Homes & Rose Troche,Glenn Close & Dermot Mulroney & Mary Kay Place,Drama,2003,113,207,94,158,200,165,112,238,35.44345521,45.15146226,60.79405352,53.74081164,50.63276637,48.72784005,47.82285902,46.23412534
257076,S.W.A.T.,0.287245865,-1.186608811,-0.215895059,0.342334023,-1.086797106,-0.882822907,-0.293164591,0.739847396,0.126199977,20.46125,-17.508278,6,Clark Johnson,Robert Hamner & Ron Mita,Samuel L. Jackson & Colin Farrell & Michelle Rodriguez,Action & Adventure & Crime & Thriller,2003,1418,2109,865,1839,1568,1217,1241,2800,40.51044145,31.34380054,48.97374639,54.5807448,21.10410683,19.40267938,45.04281518,49.12662333
257360,About Schmidt,-0.944582454,0.816958274,-0.422638836,-0.615394736,0.788520534,0.357312348,0.196899412,0.184949657,0.11411872,-19.68277,-23.607122,7.2,Alexander Payne,Louis Begley & Alexander Payne,Jack Nicholson & Hope Davis & Dermot Mulroney,Comedy & Drama,2003,1587,4301,1319,2338,3898,2593,2152,4236,21.76898108,59.14216069,45.7837222,37.61080315,54.94385092,35.95576571,50.23175708,40.64546476
257516,Cursed,1.549558024,-0.34337262,1.579885365,1.496117423,-0.536532865,1.44549752,2.156890754,-1.166840979,0.115436384,46.64158,28.628822,5,Wes Craven,Kevin Williamson,Christina Ricci & Jesse Eisenberg & Portia de Rossi,Comedy & Horror,2005,2091,2620,1634,2757,2032,2171,1882,2427,59.71569347,43.04322578,76.68235778,75.02456754,31.03351861,50.48065162,70.98472231,19.98444935
257568,Kangaroo Jack,0.554266713,1.570806773,0.493537285,-0.097626506,1.373084063,-0.383319042,1.062924395,0.196479057,0.113297176,-8.346696,-23.673872,4.4,David McNally,Steve Bing & Barry O`Brien,Anthony Anderson & Jerry O`Connell & Estella Warren,Action & Adventure & Comedy & Crime,2003,525,993,369,571,926,476,515,909,44.57298862,69.60138225,59.92017663,46.78510911,65.49218674,26.06996069,59.4014845,40.82168222
258068,The Quiet American,0.199748709,-1.673978286,-0.468634668,0.15855301,-0.235964815,-0.365911473,-0.589199364,0.232057425,0.12440923,20.395971,-15.138996,7.1,Phillip Noyce,Graham Greene & Christopher Hampton,Michael Caine & Brendan Fraser & Do Thi Hai Yen,Drama & Mystery & Romance & Thriller & War,2003,711,1013,412,900,999,706,609,1349,39.17922958,24.58182471,45.07401369,51.32433944,36.45721094,26.30231356,41.90831186,41.3654685
258816,The Reckoning,0.10480984,-0.748137068,0.613193623,0.04216459,-1.270553101,0.134699794,0.665201772,-0.161674752,0.134629156,19.80516,1.2311958,6.6,Paul McGuigan,Barry Unsworth & Mark Mills,Willem Dafoe & Paul Bettany & Marian Aguilera,Crime & Drama & Mystery,2004,204,336,166,257,224,231,213,377,37.73479693,37.42734798,61.76645522,49.26205961,17.78826542,32.98437625,55.19028031,35.34759387
259324,Ghost Rider,0.668320151,0.264796232,1.069562771,0.757281435,-0.086370663,0.876354162,-0.181493892,-0.657600534,0.117712458,28.553024,15.539738,5.2,Mark Steven Johnson,Mark Steven Johnson & Mark Steven Johnson,Nicolas Cage & Eva Mendes & Sam Elliott,Action & Fantasy & Thriller,2007,3957,6381,3203,5202,5134,4488,3212,5950,46.30823691,51.48122464,68.80815989,61.93317451,39.15660849,42.88383579,46.2252174,27.76777349
259822,0.45,1.428753426,-1.196035668,0.958033804,0.848309006,-0.570527386,0.25818378,0.33949229,-0.79828984,0.128211387,40.91134,9.354173,5.7,Gary Lennon,Gary Lennon,Milla Jovovich & Angus Macfadyen & Stephen Dorff,Crime & Drama & Thriller,2006,439,507,293,503,433,378,326,551,57.87773071,31.21300823,67.08728534,63.54608688,30.42009407,34.63261669,51.74157244,25.6174524
263467,In the Time of the Butterflies,0.799129231,-1.423024043,0.077945333,1.059705737,-1.452324631,0.984825859,-2.058715925,0.231351571,0.114934457,38.934425,-9.079511,6.8,Mariano Barroso,Julia ?lvarez & Judy Klass,Salma Hayek & Lumi Cavazos & Edward James Olmos,Crime & Drama & History & Romance & Thriller,2004,90,115,53,124,79,101,52,148,48.29841132,28.06367291,53.50765772,67.29181358,14.50823333,44.3316951,26.34863797,41.35468011
263757,Uptown Girls,-0.928566913,1.462320019,-0.360125011,-1.088375612,1.560688243,-0.437550646,0.294820075,0.588219609,0.117622292,-40.64902,-19.33645,6.1,Boaz Yakin,Julia Dahl & Mo Ogrodnik,Brittany Murphy & Dakota Fanning & Heather Locklear,Comedy & Drama & Romance,2003,347,997,292,451,969,477,474,968,22.01264703,68.0961899,46.74830075,29.23008178,68.87746789,25.34608768,51.26856988,46.80911649
264150,View from the Top,-1.495190718,1.040616355,-0.611225846,-1.466350705,0.731694605,-1.137862903,-0.043004805,1.086003088,0.113690292,-43.73411,-9.579662,5.2,Bruno Barreto,Eric Wald,Gwyneth Paltrow & Christina Applegate & Kelly Preston,Comedy & Romance,2003,297,1029,292,441,902,431,487,1104,13.39183728,62.24529007,42.8738541,22.5327625,53.91843802,15.99845468,47.69158061,54.41733026
264323,2001 Maniacs,1.267265812,-0.425658303,2.106076294,1.22072863,-0.375005464,1.758929199,1.114870143,-1.749599999,0.125423527,48.47356,22.926064,5.4,Tim Sullivan,Chris Kobin & Tim Sullivan,Robert Englund & Lin Shaye & Giuseppe Andrews,Comedy & Horror,2006,427,560,411,555,456,492,361,477,55.42080253,41.90155846,84.80140162,70.14496911,33.94824933,54.66427726,59.95150138,11.07745386
265208,The Girl Next Door,-1.192157178,1.418565019,0.126518573,-1.24387545,1.29602352,-1.430978323,0.578199021,1.058339226,0.117975415,-42.31935,-16.296562,6.8,Luke Greenfield,David Wagner & Brent Goldberg,Emile Hirsch & Nicholas Downs & Elisha Cuthbert,Comedy & Drama & Romance,2004,1218,3851,1305,1682,3597,1430,1908,3968,18.00229394,67.48911402,54.25713523,26.47478896,64.10164414,12.08600655,54.26906957,53.99451073
265591,Pumpkin,-0.430535333,-0.211610987,0.547125555,0.34574263,0.692597033,1.183471506,-0.483637162,-0.124751755,0.11318328,-1.4066588,19.581488,6.3,Anthony Abrams & Adam Larson Broder,Adam Larson Broder,Christina Ricci & Hank Harris & Brenda Blethyn,Comedy & Drama & Romance & Sport,2004,211,431,196,334,429,337,219,456,29.58987105,44.87134392,60.74703525,54.64114172,53.2129299,46.98317889,43.02603553,35.91193171
266465,A Man Apart,0.963464914,-0.118248343,0.215089347,1.065500799,-1.004384848,0.369224379,0.690297301,-0.059471299,0.121444813,27.135527,10.690296,6.1,F. Gary Gray,Christian Gudegast & Paul Scheuring,Vin Diesel & Timothy Olyphant & Larenz Tate,Action & Crime & Drama & Thriller,2003,619,896,366,824,599,599,529,946,50.79867101,46.16669779,55.62376843,67.39449596,22.59122007,36.1147652,55.45599916,36.90969015
266489,Duplex,0.299698148,-0.196533927,0.673420007,-0.068200531,-0.142733584,0.721738949,1.37515261,-1.151278907,0.112126191,29.663319,25.09003,5.8,Danny DeVito,Larry Doyle,Ben Stiller & Drew Barrymore & Eileen Essell,Comedy,2003,556,930,438,648,778,670,602,849,40.69989478,45.08052959,62.69573892,47.30650629,38.13955048,40.82006173,62.70744875,20.2223029
266543,Finding Nemo,-1.486249825,1.241712858,-1.935802626,-0.975601141,1.754908343,-1.394414399,0.153663189,-0.162882436,0.114994986,-38.204876,-10.884999,8.1,Andrew Stanton & Lee Unkrich,Andrew Stanton & Andrew Stanton,Albert Brooks & Ellen DeGeneres & Alexander Gould,Animation & Adventure & Comedy & Family,2003,1841,6481,1226,3082,6639,2475,3089,5846,13.5278671,65.03539031,22.43584131,31.22832624,72.38213202,12.57405476,49.77395922,35.32913541
266697,Kill Bill: Vol. 1,1.524314819,-0.30072898,0.075941766,0.935001537,-0.327441795,0.814253044,0.352505329,-1.407062742,0.117910156,30.54266,10.22875,8.1,Quentin Tarantino,Quentin Tarantino & Quentin Tarantino,Uma Thurman & David Carradine & Daryl Hannah,Action,2003,13343,16883,6763,15341,13701,12516,9744,14989,59.33163467,43.63488216,53.476743,65.08218693,34.80652653,42.05492203,51.87935833,16.31285597
266747,Marci X,0.188869268,-0.205309795,1.070746258,-0.572458981,0.643406734,-0.167444006,0.227611751,-0.51352273,0.117614009,10.635701,12.123686,2.7,Richard Benjamin,Paul Rudnick,Lisa Kudrow & Damon Wayans & Richard Benjamin,Comedy & Music,2003,199,342,181,210,337,207,192,343,39.01370602,44.95876939,68.82642091,38.37157935,52.32530047,28.95141905,50.55694837,29.96988501
267891,The Ringer,-0.442630287,-0.372432575,0.05800802,-0.626324144,0.970752911,-0.302330157,1.493359285,-0.133452665,0.118842085,-13.617897,-14.975814,5.8,Barry W. Blaustein,Ricky Blitt,Johnny Knoxville & Katherine Heigl & Brian Cox,Comedy & Sport,2005,486,978,393,604,1044,586,655,1053,29.40585425,42.64003533,53.2000281,37.41714559,58.23219891,27.15098471,63.95905581,35.77894542
268126,Adaptation.,-1.164309534,-1.235078625,-0.925616577,-0.99324252,-0.496872404,-1.02956141,-1.221636574,0.209766057,0.113107078,-22.924253,14.320575,7.7,Spike Jonze,Susan Orlean & Charlie Kaufman,Nicolas Cage & Meryl Streep & Chris Cooper,Comedy & Drama,2003,1692,3932,1320,2462,3437,2198,2016,4923,18.42597759,30.67130928,38.02285423,30.91573965,31.74918397,17.44404213,35.21188053,41.02476316
269347,The Hunted,1.390204247,-1.426800676,0.061291931,1.308489088,-1.571201946,0.812558347,-1.163340367,-1.313830664,0.122677567,44.429348,-3.5761542,6,William Friedkin,David Griffiths & Peter Griffiths,Tommy Lee Jones & Benicio Del Toro & Connie Nielsen,Action & Crime & Drama & Thriller,2003,1917,2164,993,2486,1431,1845,1149,2243,57.29123022,28.01127426,53.25069833,71.69999171,12.36311518,42.03230155,35.82913793,17.73783211
270288,Confessions of a Dangerous Mind,-0.965319899,-0.709230882,-1.456458673,-1.156014055,-0.153693493,-1.1832806,-0.340404505,1.035801318,0.112117745,-29.377077,12.103857,7.1,George Clooney,Chuck Barris & Charlie Kaufman,Sam Rockwell & Drew Barrymore & George Clooney,Biography & Comedy & Crime & Drama & Romance & Thriller,2003,797,1835,494,1032,1627,921,1010,2375,21.45347445,37.96714931,29.83204361,28.03160003,37.94178103,15.39222801,44.54262505,53.65003722
270980,My Boss`s Daughter,0.243882215,-0.377180418,1.516735869,0.254430039,-0.232058238,0.131696555,-0.220255267,-1.62979897,0.115185298,16.841646,14.597164,4.6,David Zucker,David Dorfman,Ashton Kutcher & Tara Reid & Andy Richter,Comedy & Romance,2003,425,706,434,545,591,464,380,610,39.85069195,42.5741617,75.70797092,53.02317909,36.52770437,32.9442896,45.81480055,12.90851471
271668,National Security,0.922768001,-1.008076693,0.422087873,0.931825779,-0.948277813,0.503021038,-1.444957729,-0.287134049,0.132276443,35.261,-8.189114,5.6,Dennis Dugan,Jay Scherick & David Ronn,Martin Lawrence & Steve Zahn & Colm Feore,Action & Comedy & Crime & Thriller,2003,704,924,446,914,698,705,443,1053,50.17949415,33.8208327,58.81772335,65.02591586,23.60366067,37.90065722,32.84729041,33.43005102
272147,Vampires: Los Muertos,2.321783488,-0.270670086,2.493986694,2.167362558,-1.294153902,0.674916426,-0.61721212,-1.161407179,0.140882159,50.51588,10.74662,4.6,Tommy Lee Wallace,Tommy Lee Wallace,Jon Bon Jovi & Cristi?n de la Fuente & Natasha Gregson Wagner,Action & Horror & Thriller,2003,315,347,280,429,217,250,174,319,71.4645977,44.05193232,90.78679849,86.9183221,17.36239355,40.19508373,41.61170456,20.06750055
272207,Narc,0.375066282,-2.041192766,-0.125009012,1.45869583,-1.447940438,-0.088779434,0.16906618,1.105395167,0.132313753,24.639645,-19.577398,7.2,Joe Carnahan,Joe Carnahan,Ray Liotta & Jason Patric & Chi McBride,Crime & Drama & Mystery & Thriller,2003,948,1227,581,1595,920,957,866,1911,41.84657153,19.48693148,50.37610389,74.36149646,14.58734525,30.00141859,49.93705063,54.71372234
273517,Darkness,1.128891883,-0.289462012,1.491741067,1.371957345,-1.02860425,1.909143483,1.244161629,-1.385783447,0.122057169,47.964775,22.195925,5.4,Jaume Balaguer?,Jaume Balaguer? & Fernando de Felipe,Anna Paquin & Lena Olin & Iain Glen,Horror,2004,1686,2311,1396,2342,1565,2044,1489,2056,53.3155339,43.79120498,75.32230504,72.82458215,22.15418565,56.66930856,61.32047769,16.63809262
