movie_id,movieTitle,anticipation,joy,trust,anger,fear,disgust,sadness,surprise,Total,x,y,movie_rating,movie_directors,movie_writers,movie_stars,movie_genres,release_year,anticipation-orig,joy-orig,trust-orig,anger-orig,fear-orig,disgust-orig,sadness-orig,surprise-orig,anticipation-per,joy-per,trust-per,anger-per,fear-per,disgust-per,sadness-per,surprise-per,anger-Percentile,anticipation-Percentile,disgust-Percentile,fear-Percentile,joy-Percentile,sadness-Percentile,surprise-Percentile,trust-Percentile
118840,The Manson Family,-2.065172174,-1.286699373,-0.49105322,2.336392117,1.535633213,2.01839678,1.576004113,0.726428582,0.121026524,54.93211,14.056751,5.5,Jim Van Bebber,Jim Van Bebber,Marcelo Games & Marc Pitman & Leslie Orr,Crime & Drama & History & Horror & Thriller,2004,512,405,655,588,681,454,542,390,19.15423076,17.49690907,30.3133131,71.68685842,75.72474559,83.44852041,52.22262847,55.8385678,99.03,1.95,97.82,93.77,9.91,94.25,76.62,31.17
120667,Fantastic Four,0.624099018,0.264156425,-0.010597439,-0.186273183,-0.261478695,-0.153500906,-0.659986377,0.183838531,0.109677632,-4.777619,-8.722634,5.7,Tim Story,Mark Frost & Michael France,Ioan Gruffudd & Michael Chiklis & Chris Evans,Action & Adventure & Sci-Fi,2005,8937,7458,8757,4290,5420,3024,4415,4554,56.46634758,45.48180199,37.65668717,33.30615955,43.88182143,49.93647841,22.37705843,50.09346463,42.61,73.37,43.9,39.69,60.42,25.46,57.29,49.58
121164,Corpse Bride,1.882101965,2.178510788,0.363656357,-1.327710198,-1.138511049,-0.288231235,0.443425229,1.383847654,0.117344716,-39.571068,-22.997324,7.4,Tim Burton & Mike Johnson,Tim Burton & Carlos Grangel,Johnny Depp & Helena Bonham Carter & Emily Watson,Animation & Drama & Family & Fantasy & Musical & Romance,2005,4547,4674,4128,1302,1952,1307,2512,2379,73.92042699,80.02595621,43.37685066,15.9399436,28.34173481,47.85761048,37.10518384,62.79951443,9.21,97.01,38.66,12.75,98.53,67.13,91.68,64.19
121766,Star Wars: Episode III - Revenge of the Sith,-0.069863244,-0.163383545,-0.732409899,0.81702238,0.668595233,0.348189744,0.760646683,-0.339890862,0.113721734,29.123003,13.484166,7.6,George Lucas,George Lucas,Hayden Christensen & Natalie Portman & Ewan McGregor,Action & Adventure & Fantasy & Sci-Fi,2005,31587,25925,30243,21021,26133,13339,22588,16130,46.83801368,37.76692593,26.62437346,48.57064385,60.36174871,57.67748677,41.33939466,44.54806366,79.3,47.22,63.62,74.81,43.51,77.66,36.7,23.2
129871,Desperation,-0.206063155,-0.777824001,-0.154463225,0.696037361,1.018362681,1.380320355,0.572258499,-0.104262148,0.1140795,32.330723,14.868117,5.3,Mick Garris,Stephen King & Stephen King,Tom Skerritt & Steven Weber & Annabeth Gish,Drama & Fantasy & Horror & Mystery & Thriller,2006,865,621,911,569,794,501,607,464,44.94831694,26.67946673,35.45781618,46.7299361,66.55925832,73.60310086,38.8248255,47.04296984,75.68,41.84,91.63,84.57,21.83,71.64,45.85,43.86
138524,Intolerable Cruelty,0.009057059,0.737760056,0.932389822,0.208394778,-0.252278924,0.551735445,-0.266145114,1.142706614,0.11857502,-17.05062,-29.029785,6.3,Joel Coen & Ethan Coen,Robert Ramsey & Matthew Stone,George Clooney & Catherine Zeta-Jones & Billy Bob Thornton,Comedy & Crime & Romance,2003,2290,2242,2693,1307,1488,1017,1324,1409,47.93298825,54.02788792,52.069477,39.31077386,44.04483165,60.81816513,27.63397568,60.24624212,58.25,50.36,70.94,40.04,76.97,39.51,87.34,82.44
159365,Cold Mountain,-0.176119914,0.217983361,-0.471468572,0.235398412,0.712606364,-0.320463786,0.697411464,-0.475678,0.127006119,6.4876623,20.394896,7.2,Anthony Minghella,Charles Frazier & Anthony Minghella,Jude Law & Nicole Kidman & Ren?e Zellweger,Adventure & Drama & History & Romance & War,2003,5710,5152,5741,3351,4835,2009,4086,2893,45.36376247,44.64861798,30.61264845,39.72161644,61.14157945,47.36026726,40.49534315,43.11030948,59.31,43.01,37.43,76.2,58.63,75.72,31.72,31.87
164003,City of Ghosts,-0.685559669,-0.13973803,0.463169406,-0.585563994,-0.54835587,-0.743739315,-0.776610943,0.068226203,0.116950306,-13.837718,7.4634047,6,Matt Dillon,Matt Dillon & Barry Gifford,Matt Dillon & James Caan & Natascha McElhone,Crime & Drama & Thriller,2003,442,392,533,218,289,146,246,257,38.295574,38.19360466,44.89782631,27.2312116,38.79866102,40.82919197,20.8203762,48.86932727,27.91,24.65,22.85,29.17,44.44,21.87,52.72,67.84
165982,Sinbad: Legend of the Seven Seas,1.403282401,1.796381319,-0.020312805,-0.818384942,-0.692010145,-1.015545975,-1.106517049,0.538867171,0.129440529,-37.413315,-16.263552,6.7,Patrick Gilmore & Tim Johnson,John Logan,Brad Pitt & Catherine Zeta-Jones & Joseph Fiennes,Animation & Adventure & Comedy & Drama & Family & Fantasy & Romance,2003,871,884,788,317,438,212,355,430,67.27707634,73.13050385,37.50819573,23.68899349,36.25325904,36.63525767,16.4168531,53.85261236,20.66,91.97,15.49,24.45,96.38,13.43,70.5,49.19
167190,Hellboy,-0.106369855,0.205179393,-0.296366841,-0.053174295,0.368892775,0.229129681,-0.480489669,-0.200222336,0.11840291,6.241094,1.9880514,6.8,Guillermo del Toro,Guillermo del Toro & Guillermo del Toro,Ron Perlman & Doug Jones & Selma Blair,Action & Fantasy & Horror & Sci-Fi,2004,4895,4370,5001,2641,3770,2005,2732,2561,46.33150509,44.41757286,33.28893534,35.33117187,55.05133782,55.84040859,24.77294588,46.02691512,47.88,45.76,59.06,64.39,58.13,31.54,42.07,38.35
167260,The Lord of the Rings: The Return of the King,0.76308404,0.331852533,0.11957996,-0.025930071,-0.413228826,-0.771156024,-0.656598204,-0.109619283,0.108959559,-5.905345,-7.2415447,8.9,Peter Jackson,J.R.R. Tolkien & Fran Walsh,Elijah Wood & Viggo Mortensen & Ian McKellen,Action & Adventure & Drama & Fantasy,2003,25661,21401,25203,12695,14762,7150,12505,12377,58.39468615,46.70336517,39.64634236,35.74567489,41.19296946,40.40615643,22.42228311,46.98624691,48.97,77.73,22.03,33.97,63,25.57,45.64,54.76
167456,Thunderbirds,0.391157419,0.345651034,0.905491877,-0.736453278,-0.744533341,-0.189075085,-0.725874821,-0.898492471,0.121146103,-25.661732,-4.549722,4.2,Jonathan Frakes,Gerry Anderson & Sylvia Anderson,Bill Paxton & Anthony Edwards & Ben Kingsley,Action & Adventure & Comedy & Family & Sci-Fi,2004,1812,1576,2037,752,997,622,903,808,53.23441464,46.95235646,51.65836389,24.93553005,35.32260351,49.38757439,21.49759218,38.63342541,23.07,65.22,42.5,22.83,63.52,23.4,18.45,81.74
168786,Antwone Fisher,0.73959283,0.808147912,1.026142856,0.000853656,0.144218747,-0.420470294,0.395358227,-0.430284998,0.121697249,-21.230474,-32.04439,7.3,Denzel Washington,Antwone Fisher,Denzel Washington & Derek Luke & Joy Bryant,Biography & Drama,2003,1083,993,1190,541,719,335,663,500,58.0687589,55.29802316,53.50241552,36.15317173,51.07035144,45.81718247,36.46359477,43.59094394,50.03,77.02,33.71,55.73,79.05,65.37,33.35,84.76
172156,Bad Boys II,-0.653038338,-0.927343912,-1.340332689,0.711397007,0.662168484,0.849371679,-0.087567983,-0.145833367,0.124440649,30.702574,5.438102,6.6,Michael Bay,George Gallo & Marianne Wibberley,Will Smith & Martin Lawrence & Gabrielle Union,Action & Comedy & Crime & Thriller,2003,3613,2627,3380,2514,3195,1890,2345,2031,38.74678907,23.98140887,17.33277032,46.96362304,60.24787351,65.41064573,30.01758881,46.60280153,76.16,25.69,80.22,74.61,17.69,46.51,44.2,9.01
181852,Terminator 3: Rise of the Machines,-0.14752744,-0.674244734,-0.309941192,-0.379107477,-0.076558892,-0.735642757,-0.451382132,-0.143054716,0.113503921,-2.7313607,-0.067123875,6.4,Jonathan Mostow,James Cameron & Gale Anne Hurd,Arnold Schwarzenegger & Nick Stahl & Kristanna Loken,Action & Sci-Fi,2003,12781,9362,13095,6309,8837,3972,7215,6773,45.76046689,28.54853458,33.08146248,30.37231217,47.15840495,40.95412059,25.16146768,46.63222271,35.23,44.14,23.1,46.95,25.01,32.59,44.31,37.83
183649,Phone Booth,0.207330784,-0.92312241,-0.294384471,0.73514506,0.770663747,0.045287951,-0.349289624,0.519099419,0.109895007,19.08186,7.1865444,7.1,Joel Schumacher,Larry Cohen,Colin Farrell & Kiefer Sutherland & Forest Whitaker,Crime & Thriller,2003,4009,2643,3956,2540,3300,1503,2226,2233,50.68392405,24.05758506,33.31923424,47.32493409,62.17029493,53.00375942,26.5241788,53.64330559,76.89,58.21,51.81,77.95,17.8,36.34,69.82,38.42
200465,The Bank Job,-1.386501621,-0.531591005,1.504547534,0.201921182,0.348994529,0.496849496,-1.30988467,-1.278093107,0.135562604,20.635935,-20.41131,7.3,Roger Donaldson,Dick Clement & Ian La Frenais,Jason Statham & Saffron Burrows & Stephen Campbell Moore,Crime & Drama & Thriller,2008,1519,1343,2258,1026,1362,787,802,787,28.57040085,31.12269353,60.81444015,39.21228234,54.69876192,59.97128351,13.70234129,34.61410214,58,8.28,69.04,63.65,29.75,9.51,10.06,93.38
204313,Exorcist: The Beginning,0.154364132,-0.715953841,-0.909835034,1.804633544,1.445921914,2.022932135,1.782117402,0.904880242,0.127834179,50.369514,21.739132,5.1,Renny Harlin,William Peter Blatty & William Wisher Jr.,Stellan Skarsg?rd & Izabella Scorupco & James D`Arcy,Horror & Mystery & Thriller,2004,2999,2101,2729,2372,2945,2011,2475,1764,49.94904171,27.79590182,23.91257524,63.59650031,74.13515617,83.51850023,54.97378892,57.72806649,96.44,56.13,97.85,92.59,23.7,96.26,81.72,18.15
206634,Children of Men,-0.601185047,-0.412272451,-0.666829394,0.42465561,0.872151235,-0.086041817,0.82398341,0.143803545,0.12531301,24.9302,10.393668,7.9,Alfonso Cuar?n,Alfonso Cuar?n & Timothy J. Sexton,Julianne Moore & Clive Owen & Chiwetel Ejiofor,Drama & Sci-Fi & Thriller,2007,9274,7643,9536,5996,8594,3672,7136,5393,39.46622417,33.27577375,27.6267179,42.60104065,63.96854599,50.97736162,42.18480109,49.66956241,66.45,27.39,46.57,80.84,34.01,79.5,55.72,25.24
209077,Ken Park,-0.310041212,-0.213255245,0.953159252,0.591300878,0.248097925,1.039476734,0.410482131,-0.280916225,0.115909041,2.7195382,14.667268,5.9,Larry Clark & Edward Lachman,Harmony Korine & Larry Clark,Adam Chubbuck & James Bullard & Seth Gray,Drama,2003,1411,1177,1725,917,1079,749,972,747,43.50568021,36.86700074,52.38692077,45.13643917,52.91098071,68.34393703,36.66546573,45.17250447,72.28,37.83,85.07,59.8,41.56,65.93,38.94,82.97
211933,Awake,1.354616522,-0.160680605,0.599355051,-0.356502605,1.043321643,-0.117125125,1.25929425,1.05763192,0.122225932,23.858683,31.44824,6.5,Joby Harold,Joby Harold,Hayden Christensen & Jessica Alba & Terrence Howard,Crime & Mystery & Thriller,2007,1763,1247,1732,748,1381,560,1183,933,66.60186479,37.81569995,46.97931263,30.71623048,67.00150475,50.49775102,47.99524627,59.34544623,36.07,91.22,45.34,85.16,43.62,89.6,85.49,72.55
212879,Citizen Toxie: The Toxic Avenger IV,-0.698197237,-0.593927617,-1.100365176,0.128083895,0.678555437,1.342362169,0.703505119,-0.663826973,0.141130773,32.90189,6.1518965,6.4,Lloyd Kaufman,Trent Haaga & Patrick Cassidy,David Mattey & Clyde Lewis & Heidi Sjursen,Action & Comedy & Horror & Sci-Fi,2008,84,67,82,51,75,51,64,44,38.12023489,29.99784141,21.00047769,38.08889642,60.538233,73.01741198,40.57668009,41.11813277,55.1,24.25,91.03,75.13,27.63,75.91,25.34,13.56
216048,Oklahoma!,1.601288776,1.678002648,2.352911558,-0.715757701,-1.713752711,-3.050592075,-0.476343725,0.75856397,0.114995006,-56.398006,-19.77628,8,Trevor Nunn,Oscar Hammerstein II & Lynn Riggs,Maureen Lipman & Hugh Jackman & Josefina Gabrielle,Musical & Romance & Western,2003,265,259,308,98,101,35,124,132,70.0243028,70.99438362,73.78099111,25.25039969,18.14906037,5.234814249,24.82828514,56.17882674,23.71,94.53,0.11,4.33,95.33,31.69,77.59,99.07
234215,The Matrix Reloaded,0.403517232,-0.756288368,-0.874993893,-0.031853911,-0.377689797,-0.691536941,-0.748407197,-0.770995453,0.111319513,-4.6907682,0.24146263,7.2,Lana Wachowski & Lilly Wachowski,Lilly Wachowski & Lana Wachowski,Keanu Reeves & Laurence Fishburne & Carrie-Anne Moss,Action & Sci-Fi,2003,22720,15330,20225,11655,13697,6729,11245,10322,53.40590006,27.06807308,24.44509361,35.65554755,41.82268349,41.63466644,21.19683436,39.98340136,48.73,65.67,24.46,35.28,22.47,22.71,22.04,19.08
241025,Vanity Fair,-0.050725652,0.506299563,1.11573736,-0.988927964,-1.125296718,-0.75780178,-0.433069482,-0.558557632,0.111736178,-28.798956,1.4108381,6.2,Mira Nair,Matthew Faulk & Mark Skeet,Reese Witherspoon & Romola Garai & James Purefoy,Drama,2004,1277,1204,1544,509,670,390,716,630,47.10353695,49.85122808,54.87179431,21.09429322,28.5758788,40.61221032,25.4059014,42.23275553,16.13,47.98,22.43,13.02,69.37,33.25,28.82,86.77
242888,The Sleeping Dictionary,0.371962636,1.344234939,0.80931936,-0.85929822,-0.139904628,-1.036446176,0.593058684,0.899509981,0.113360324,-34.03892,-29.27009,6.6,Guy Jenkin,Guy Jenkin,Jessica Alba & Brenda Blethyn & Hugh Dancy,Drama & Romance,2003,439,460,489,175,282,118,290,252,52.96809789,64.97160987,50.18844555,23.06652479,46.03598545,36.31277083,39.10246236,57.6712046,19.51,64.5,15,44.44,91.06,72.34,81.58,79.08
245429,Spirited Away,0.663379827,1.332269751,-0.760285805,-1.360764359,-0.492888658,-0.283154304,-1.401106218,-0.068248161,0.119559871,-33.748276,-10.856895,8.6,Hayao Miyazaki,Hayao Miyazaki,Daveigh Chase & Suzanne Pleshette & Miyu Irino,Animation & Adventure & Family & Fantasy,2003,6114,6199,5384,1946,3483,1984,2471,2997,57.01134659,64.75570037,26.19831302,15.43704621,39.7814814,47.93594673,12.48473365,47.42429653,8.68,74.65,38.85,31.1,90.86,8.06,47.28,22.35
245573,XX/XY,0.416015511,0.382271871,1.150699527,-0.442489348,-0.222530257,-0.012945754,0.076205781,0.52630865,0.107168005,-19.713356,-27.692934,6,Austin Chick,Austin Chick,Mark Ruffalo & Kathleen Robertson & Maya Stange,Drama & Romance,2003,222,194,256,101,139,80,132,121,53.57930661,47.61317238,55.40616248,29.40799855,44.5719466,52.10522245,32.20360944,53.71963905,32.91,66.13,49.48,41.2,64.89,53.04,70.07,87.51
245803,Bulletproof Monk,-0.330832689,-0.214780989,-0.789105095,0.780680461,-0.220380381,0.216004964,-0.369285888,-0.190991047,0.12392879,12.091067,5.111668,5.5,Paul Hunter,Ethan Reiff & Cyrus Voris,Yun-Fat Chow & Seann William Scott & Jaime King,Action & Comedy & Fantasy,2003,1304,1090,1276,887,888,546,766,701,43.21721023,36.83946899,25.75783372,48.01772538,44.61004014,55.63789627,26.25727251,46.12465873,78.25,37.04,58.55,41.28,41.5,35.6,42.43,21.5
251736,House of 1000 Corpses,-0.966636926,-0.740092445,-2.088368697,2.59349679,1.789513531,2.594741042,2.99308583,2.594307082,0.121135986,55.505383,27.907644,6,Rob Zombie,Rob Zombie,Sid Haig & Karen Black & Bill Moseley,Horror,2003,6158,4892,5283,6354,7526,5565,6864,4993,34.39578603,27.36032536,5.899651096,75.59853747,80.22323658,92.34142234,71.13756206,75.61621514,99.52,16.69,99.53,96.32,22.96,99.86,99.53,1.84
252028,Surviving Christmas,1.207471573,1.25876923,-0.217704329,0.324353194,-0.484042269,0.924659802,0.016700838,0.911495895,0.113243842,-8.108791,-22.9889,5.3,Mike Mitchell,Deborah Kaplan & Harry Elfont,Ben Affleck & Christina Applegate & James Gandolfini,Comedy & Romance,2004,857,812,770,444,463,374,464,452,64.56031185,63.42939769,34.49122756,41.07500514,39.93823007,66.57232971,31.40934893,57.79811497,62.72,88.64,82.24,31.42,89.59,50.67,81.9,41.38
252299,Buffalo Soldiers,-1.680175425,-0.834573497,-0.1853263,0.537711589,0.252332064,-0.26865571,0.660448874,-1.28800524,0.132342778,32.566902,-11.605972,6.9,Gregor Jordan,Robert O`Connor & Gregor Jordan,Joaquin Phoenix & Anna Paquin & Ed Harris,Comedy & Crime & Drama & Thriller & War,2003,693,590,875,529,631,299,595,373,24.49584292,25.65543306,34.98609929,44.32111326,52.98600519,48.15965778,40.00197363,34.50914956,70.46,4.65,39.41,59.96,20.2,74.55,9.89,42.65
253474,The Pianist,-1.340798083,-0.561045807,-0.181447994,0.726486753,1.316321521,0.393109699,1.60669791,-0.879950837,0.127716293,37.62377,-6.9414883,8.5,Roman Polanski,Ronald Harwood & Wladyslaw Szpilman,Adrien Brody & Thomas Kretschmann & Frank Finlay,Biography & Drama & War,2003,4413,3850,5325,3361,5022,2205,4245,2425,29.20451159,30.59118732,35.04537603,47.19320364,71.83877413,58.37059466,52.63232335,38.82974969,76.62,9,65.29,90.6,28.74,94.59,18.94,42.8
256359,The Safety of Objects,-0.191421455,0.549610545,0.550599597,-0.045794198,0.294930905,0.550172784,1.314179203,-0.030606359,0.110981138,-0.9588338,19.959684,6.6,Rose Troche,A.M. Homes & Rose Troche,Glenn Close & Dermot Mulroney & Mary Kay Place,Drama,2003,207,200,238,113,158,94,165,112,45.15146226,50.63276637,46.23412534,35.44345521,53.74081164,60.79405352,48.72784005,47.82285902,48.17,42.41,70.89,61.6,70.87,90.56,48.78,70.9
257076,S.W.A.T.,-1.186608811,-1.086797106,0.739847396,0.287245865,0.342334023,-0.215895059,-0.882822907,-0.293164591,0.126199977,20.46125,-17.508278,6,Clark Johnson,Robert Hamner & Ron Mita,Samuel L. Jackson & Colin Farrell & Michelle Rodriguez,Action & Adventure & Crime & Thriller,2003,2109,1568,2800,1418,1839,865,1217,1241,31.34380054,21.10410683,49.12662333,40.51044145,54.5807448,48.97374639,19.40267938,45.04281518,61.3,11.77,41.45,63.4,13.86,18.87,38.47,77.03
257360,About Schmidt,0.816958274,0.788520534,0.184949657,-0.944582454,-0.615394736,-0.422638836,0.357312348,0.196899412,0.11411872,-19.68277,-23.607122,7.2,Alexander Payne,Louis Begley & Alexander Payne,Jack Nicholson & Hope Davis & Dermot Mulroney,Comedy & Drama,2003,4301,3898,4236,1587,2338,1319,2593,2152,59.14216069,54.94385092,40.64546476,21.76898108,37.61080315,45.7837222,35.95576571,50.23175708,17.24,79.3,33.63,26.91,78.48,63.96,57.8,57.34
257516,Cursed,-0.34337262,-0.536532865,-1.166840979,1.549558024,1.496117423,1.579885365,1.44549752,2.156890754,0.115436384,46.64158,28.628822,5,Wes Craven,Kevin Williamson,Christina Ricci & Jesse Eisenberg & Portia de Rossi,Comedy & Horror,2005,2620,2032,2427,2091,2757,1634,2171,1882,43.04322578,31.03351861,19.98444935,59.71569347,75.02456754,76.68235778,50.48065162,70.98472231,93.94,36.57,94.29,93.27,29.58,92.58,98.45,12.16
257568,Kangaroo Jack,1.570806773,1.373084063,0.196479057,0.554266713,-0.097626506,0.493537285,-0.383319042,1.062924395,0.113297176,-8.346696,-23.673872,4.4,David McNally,Steve Bing & Barry O`Brien,Anthony Anderson & Jerry O`Connell & Estella Warren,Action & Adventure & Comedy & Crime,2003,993,926,909,525,571,369,476,515,69.60138225,65.49218674,40.82168222,44.57298862,46.78510911,59.92017663,26.06996069,59.4014845,71.03,94.19,68.92,46.11,91.51,35.07,85.61,57.79
258068,The Quiet American,-1.673978286,-0.235964815,0.232057425,0.199748709,0.15855301,-0.468634668,-0.365911473,-0.589199364,0.12440923,20.395971,-15.138996,7.1,Phillip Noyce,Graham Greene & Christopher Hampton,Michael Caine & Brendan Fraser & Do Thi Hai Yen,Drama & Mystery & Romance & Thriller & War,2003,1013,999,1349,711,900,412,706,609,24.58182471,36.45721094,41.3654685,39.17922958,51.32433944,45.07401369,26.30231356,41.90831186,57.92,4.71,31.97,56.3,40.67,35.72,27.79,59.18
258816,The Reckoning,-0.748137068,-1.270553101,-0.161674752,0.10480984,0.04216459,0.613193623,0.134699794,0.665201772,0.134629156,19.80516,1.2311958,6.6,Paul McGuigan,Barry Unsworth & Mark Mills,Willem Dafoe & Paul Bettany & Marian Aguilera,Crime & Drama & Mystery,2004,336,224,377,204,257,166,231,213,37.42734798,17.78826542,35.34759387,37.73479693,49.26205961,61.76645522,32.98437625,55.19028031,54.17,22.72,73.01,51.68,10.19,55.36,74.7,43.58
259324,Ghost Rider,0.264796232,-0.086370663,-0.657600534,0.668320151,0.757281435,1.069562771,0.876354162,-0.181493892,0.117712458,28.553024,15.539738,5.2,Mark Steven Johnson,Mark Steven Johnson & Mark Steven Johnson,Nicolas Cage & Eva Mendes & Sam Elliott,Action & Fantasy & Thriller,2007,6381,5134,5950,3957,5202,3203,4488,3212,51.48122464,39.15660849,27.76777349,46.30823691,61.93317451,68.80815989,42.88383579,46.2252174,74.8,60.44,85.76,77.56,46.56,80.96,42.8,25.54
259822,0.45,-1.196035668,-0.570527386,-0.79828984,1.428753426,0.848309006,0.958033804,0.25818378,0.33949229,0.128211387,40.91134,9.354173,5.7,Gary Lennon,Gary Lennon,Milla Jovovich & Angus Macfadyen & Stephen Dorff,Crime & Drama & Thriller,2006,507,433,551,439,503,293,378,326,31.21300823,30.42009407,25.6174524,57.87773071,63.54608688,67.08728534,34.63261669,51.74157244,92.35,11.58,83.1,80.19,28.42,60.19,63.29,21.24
263467,In the Time of the Butterflies,-1.423024043,-1.452324631,0.231351571,0.799129231,1.059705737,0.077945333,0.984825859,-2.058715925,0.114934457,38.934425,-9.079511,6.8,Mariano Barroso,Julia ?lvarez & Judy Klass,Salma Hayek & Lumi Cavazos & Edward James Olmos,Crime & Drama & History & Romance & Thriller,2004,115,79,148,90,124,53,101,52,28.06367291,14.50823333,41.35468011,48.29841132,67.29181358,53.50765772,44.3316951,26.34863797,78.79,7.74,53.11,85.54,7.32,83.76,1.98,59.15
263757,Uptown Girls,1.462320019,1.560688243,0.588219609,-0.928566913,-1.088375612,-0.360125011,-0.437550646,0.294820075,0.117622292,-40.64902,-19.33645,6.1,Boaz Yakin,Julia Dahl & Mo Ogrodnik,Brittany Murphy & Dakota Fanning & Heather Locklear,Comedy & Drama & Romance,2003,997,969,968,347,451,292,477,474,68.0961899,68.87746789,46.80911649,22.01264703,29.23008178,46.74830075,25.34608768,51.26856988,17.66,92.82,35.94,13.82,94.07,33.09,61.59,72.18
264150,View from the Top,1.040616355,0.731694605,1.086003088,-1.495190718,-1.466350705,-0.611225846,-1.137862903,-0.043004805,0.113690292,-43.73411,-9.579662,5.2,Bruno Barreto,Eric Wald,Gwyneth Paltrow & Christina Applegate & Kelly Preston,Comedy & Romance,2003,1029,902,1104,297,441,292,431,487,62.24529007,53.91843802,54.41733026,13.39183728,22.5327625,42.8738541,15.99845468,47.69158061,6.74,85.1,27.05,7.13,76.78,12.76,48.28,86.13
264323,2001 Maniacs,-0.425658303,-0.375005464,-1.749599999,1.267265812,1.22072863,2.106076294,1.758929199,1.114870143,0.125423527,48.47356,22.926064,5.4,Tim Sullivan,Chris Kobin & Tim Sullivan,Robert Englund & Lin Shaye & Giuseppe Andrews,Comedy & Horror,2006,560,456,477,427,555,411,492,361,41.90155846,33.94824933,11.07745386,55.42080253,70.14496911,84.80140162,54.66427726,59.95150138,89.75,33.52,98.24,88.89,35.38,96.07,86.75,4.01
265208,The Girl Next Door,1.418565019,1.29602352,1.058339226,-1.192157178,-1.24387545,0.126518573,-1.430978323,0.578199021,0.117975415,-42.31935,-16.296562,6.8,Luke Greenfield,David Wagner & Brent Goldberg,Emile Hirsch & Nicholas Downs & Elisha Cuthbert,Comedy & Drama & Romance,2004,3851,3597,3968,1218,1682,1305,1430,1908,67.48911402,64.10164414,53.99451073,18.00229394,26.47478896,54.25713523,12.08600655,54.26906957,11.66,92.2,55.03,10.68,90.25,7.62,71.84,85.5
265591,Pumpkin,-0.211610987,0.692597033,-0.124751755,-0.430535333,0.34574263,0.547125555,1.183471506,-0.483637162,0.11318328,-1.4066588,19.581488,6.3,Anthony Abrams & Adam Larson Broder,Adam Larson Broder,Christina Ricci & Hank Harris & Brenda Blethyn,Comedy & Drama & Romance & Sport,2004,431,429,456,211,334,196,337,219,44.87134392,53.2129299,35.91193171,29.58987105,54.64114172,60.74703525,46.98317889,43.02603553,33.34,41.62,70.79,63.52,75.57,88.17,31.43,45.04
266465,A Man Apart,-0.118248343,-1.004384848,-0.059471299,0.963464914,1.065500799,0.215089347,0.369224379,0.690297301,0.121444813,27.135527,10.690296,6.1,F. Gary Gray,Christian Gudegast & Paul Scheuring,Vin Diesel & Timothy Olyphant & Larenz Tate,Action & Crime & Drama & Thriller,2003,896,599,946,619,824,366,599,529,46.16669779,22.59122007,36.90969015,50.79867101,67.39449596,55.62376843,36.1147652,55.45599916,83.23,45.29,58.52,85.67,15.76,64.4,75.5,47.63
266489,Duplex,-0.196533927,-0.142733584,-1.151278907,0.299698148,-0.068200531,0.673420007,0.721738949,1.37515261,0.112126191,29.663319,25.09003,5.8,Danny DeVito,Larry Doyle,Ben Stiller & Drew Barrymore & Eileen Essell,Comedy,2003,930,778,849,556,648,438,670,602,45.08052959,38.13955048,20.2223029,40.69989478,47.30650629,62.69573892,40.82006173,62.70744875,61.78,42.21,74.97,47.28,44.33,76.48,91.55,12.48
266543,Finding Nemo,1.241712858,1.754908343,-0.162882436,-1.486249825,-0.975601141,-1.935802626,-1.394414399,0.153663189,0.114994986,-38.204876,-10.884999,8.1,Andrew Stanton & Lee Unkrich,Andrew Stanton & Andrew Stanton,Albert Brooks & Ellen DeGeneres & Alexander Gould,Animation & Adventure & Comedy & Family,2003,6481,6639,5846,1841,3082,1226,2475,3089,65.03539031,72.38213202,35.32913541,13.5278671,31.22832624,22.43584131,12.57405476,49.77395922,6.86,89.28,2.64,16.46,96.04,8.16,56.11,43.53
266697,Kill Bill: Vol. 1,-0.30072898,-0.327441795,-1.407062742,1.524314819,0.935001537,0.075941766,0.814253044,0.352505329,0.117910156,30.54266,10.22875,8.1,Quentin Tarantino,Quentin Tarantino & Quentin Tarantino,Uma Thurman & David Carradine & Daryl Hannah,Action,2003,16883,13701,14989,13343,15341,6763,12516,9744,43.63488216,34.80652653,16.31285597,59.33163467,65.08218693,53.476743,42.05492203,51.87935833,93.63,38.18,53.03,82.51,37.17,79.22,63.78,7.97
266747,Marci X,-0.205309795,0.643406734,-0.51352273,0.188869268,-0.572458981,1.070746258,-0.167444006,0.227611751,0.117614009,10.635701,12.123686,2.7,Richard Benjamin,Paul Rudnick,Lisa Kudrow & Damon Wayans & Richard Benjamin,Comedy & Music,2003,342,337,343,199,210,181,207,192,44.95876939,52.32530047,29.96988501,39.01370602,38.37157935,68.82642091,28.95141905,50.55694837,57.49,41.87,85.79,28.35,74,43.35,59,30.38
267891,The Ringer,-0.372432575,0.970752911,-0.133452665,-0.442630287,-0.626324144,0.05800802,-0.302330157,1.493359285,0.118842085,-13.617897,-14.975814,5.8,Barry W. Blaustein,Ricky Blitt,Johnny Knoxville & Katherine Heigl & Brian Cox,Comedy & Sport,2005,978,1044,1053,486,604,393,586,655,42.64003533,58.23219891,35.77894542,29.40585425,37.41714559,53.2000281,27.15098471,63.95905581,32.9,35.48,52.31,26.56,83.42,38.12,93.23,44.69
